month,customer_id,packages
2024-02,1495,1
2024-02,2036,1
2024-02,2037,1
2024-02,2038,1
2024-02,2039,1
2024-02,2040,1
2024-02,2041,1
2024-02,2042,1
2024-02,2043,1
2024-02,2044,1
2024-02,2045,1
2024-02,2046,2
2024-02,2047,1
2024-02,2048,1
2024-02,2049,1
2024-02,2050,1
2024-02,2051,1
2024-02,2052,1
2024-03,43,1
2024-03,172,1
2024-03,221,1
2024-03,248,1
2024-03,267,1
2024-03,270,1
2024-03,848,1
2024-03,876,1
2024-03,1063,2
2024-03,1148,1
2024-03,1153,1
2024-03,1175,1
2024-03,1188,1
2024-03,1243,1
2024-03,2053,1
2024-03,2054,1
2024-03,2055,1
2024-03,2056,1
2024-03,2057,1
2024-03,2058,1
2024-03,2059,1
2024-03,2060,1
2024-03,2061,1
2024-03,2062,1
2024-03,2063,1
2024-03,2064,1
2024-03,2065,1
2024-03,2066,1
2024-03,2067,1
2024-03,2068,1
2024-03,2069,1
2024-03,2070,1
2024-03,2071,1
2024-03,2072,1
2024-03,2073,1
2024-03,2074,1
2024-03,2075,1
2024-03,2076,1
2024-03,2077,1
2024-03,2078,1
2024-03,2079,1
2024-03,2080,1
2024-03,2081,1
2024-03,2082,1
2024-03,2083,1
2024-03,2084,2
2024-03,2085,1
2024-03,2086,1
2024-03,2087,1
2024-03,2088,1
2024-03,2089,1
2024-03,2090,1
2024-03,2091,1
2024-03,2092,1
2024-03,2093,1
2024-03,2094,1
2024-03,2095,1
2024-03,2096,1
2024-03,2097,1
2024-03,2098,1
2024-03,2099,1
2024-03,2100,1
2024-03,2101,1
2024-03,2102,1
2024-03,2103,1
2024-03,2104,1
2024-03,2105,1
2024-03,2106,1
2024-03,2107,1
2024-03,2108,2
2024-03,2109,1
2024-03,2110,1
2024-03,2111,1
2024-03,2112,1
2024-03,2113,1
2024-03,2114,1
2024-03,2115,1
2024-03,2116,1
2024-03,2117,1
2024-03,2118,1
2024-03,2248,1
2024-03,2249,1
2024-03,2250,1
2024-04,50,2
2024-04,222,1
2024-04,356,1
2024-04,594,1
2024-04,849,1
2024-04,1015,1
2024-04,1045,1
2024-04,1084,1
2024-04,1097,1
2024-04,1189,1
2024-04,1229,1
2024-04,1253,1
2024-04,1281,1
2024-04,1285,1
2024-04,1290,1
2024-04,1296,1
2024-04,1319,1
2024-04,1320,1
2024-04,1394,1
2024-04,1400,1
2024-04,1507,1
2024-04,1777,1
2024-04,2101,1
2024-04,2119,1
2024-04,2120,1
2024-04,2121,1
2024-04,2122,1
2024-04,2123,1
2024-04,2124,1
2024-04,2125,1
2024-04,2126,1
2024-04,2127,1
2024-04,2128,1
2024-04,2129,1
2024-04,2130,1
2024-04,2131,1
2024-04,2132,2
2024-04,2133,1
2024-04,2135,1
2024-04,2136,1
2024-04,2137,1
2024-04,2138,1
2024-04,2139,1
2024-04,2140,1
2024-04,2141,1
2024-04,2142,1
2024-04,2143,1
2024-04,2144,1
2024-04,2145,1
2024-04,2146,1
2024-04,2147,1
2024-04,2148,1
2024-04,2149,1
2024-04,2150,1
2024-04,2151,1
2024-04,2152,1
2024-04,2153,1
2024-04,2154,1
2024-04,2155,1
2024-04,2156,1
2024-04,2157,1
2024-04,2158,1
2024-04,2159,1
2024-04,2160,1
2024-04,2161,1
2024-04,2162,1
2024-04,2163,1
2024-04,2164,1
2024-04,2165,1
2024-04,2166,1
2024-04,2167,1
2024-04,2168,1
2024-04,2169,1
2024-04,2170,1
2024-04,2171,1
2024-04,2172,1
2024-04,2173,1
2024-04,2174,1
2024-04,2175,1
2024-04,2176,1
2024-04,2177,1
2024-04,2178,1
2024-04,2179,1
2024-04,2180,1
2024-04,2181,1
2024-04,2182,1
2024-04,2183,1
2024-04,2184,1
2024-04,2185,1
2024-04,2186,1
2024-04,2187,1
2024-04,2188,1
2024-04,2189,1
2024-04,2190,1
2024-04,2191,1
2024-04,2192,1
2024-04,2193,1
2024-04,2194,1
2024-04,2195,1
2024-04,2196,1
2024-04,2197,1
2024-04,2198,1
2024-04,2199,1
2024-04,2251,1
2024-04,2252,1
2024-04,2253,1
2024-05,1,1
2024-05,2,1
2024-05,3,1
2024-05,4,1
2024-05,6,1
2024-05,7,1
2024-05,8,1
2024-05,9,1
2024-05,10,1
2024-05,12,1
2024-05,13,1
2024-05,15,1
2024-05,16,2
2024-05,17,1
2024-05,18,1
2024-05,19,1
2024-05,20,1
2024-05,21,1
2024-05,22,1
2024-05,23,1
2024-05,24,1
2024-05,25,1
2024-05,26,1
2024-05,27,1
2024-05,28,1
2024-05,29,1
2024-05,30,1
2024-05,31,1
2024-05,32,1
2024-05,33,2
2024-05,34,1
2024-05,35,1
2024-05,36,1
2024-05,37,1
2024-05,38,1
2024-05,39,1
2024-05,40,1
2024-05,41,1
2024-05,43,1
2024-05,44,1
2024-05,45,1
2024-05,46,1
2024-05,47,1
2024-05,48,1
2024-05,49,1
2024-05,50,1
2024-05,51,1
2024-05,52,1
2024-05,53,1
2024-05,55,1
2024-05,60,1
2024-05,62,1
2024-05,64,1
2024-05,65,1
2024-05,66,1
2024-05,67,1
2024-05,69,1
2024-05,71,1
2024-05,72,1
2024-05,74,1
2024-05,75,1
2024-05,76,1
2024-05,77,1
2024-05,78,1
2024-05,91,1
2024-05,96,1
2024-05,97,1
2024-05,101,1
2024-05,102,1
2024-05,116,1
2024-05,117,1
2024-05,118,1
2024-05,119,1
2024-05,121,1
2024-05,124,1
2024-05,125,1
2024-05,128,1
2024-05,129,1
2024-05,130,1
2024-05,132,1
2024-05,133,1
2024-05,136,1
2024-05,137,1
2024-05,138,1
2024-05,139,1
2024-05,140,1
2024-05,143,1
2024-05,144,1
2024-05,145,1
2024-05,153,1
2024-05,160,1
2024-05,161,1
2024-05,163,1
2024-05,164,1
2024-05,166,1
2024-05,169,1
2024-05,172,1
2024-05,173,1
2024-05,175,1
2024-05,176,1
2024-05,180,1
2024-05,182,1
2024-05,186,1
2024-05,187,1
2024-05,189,1
2024-05,191,1
2024-05,195,1
2024-05,196,1
2024-05,198,1
2024-05,199,1
2024-05,200,1
2024-05,203,1
2024-05,205,1
2024-05,207,1
2024-05,212,1
2024-05,214,1
2024-05,215,1
2024-05,221,1
2024-05,222,1
2024-05,223,1
2024-05,224,1
2024-05,225,1
2024-05,227,1
2024-05,228,1
2024-05,229,1
2024-05,231,1
2024-05,233,1
2024-05,234,1
2024-05,235,1
2024-05,236,1
2024-05,238,1
2024-05,239,1
2024-05,241,1
2024-05,244,1
2024-05,245,1
2024-05,246,1
2024-05,247,1
2024-05,248,1
2024-05,249,1
2024-05,250,1
2024-05,254,1
2024-05,529,1
2024-05,1094,1
2024-05,2060,1
2024-05,2200,1
2024-05,2201,1
2024-05,2254,1
2024-05,2255,1
2024-05,2256,1
2024-05,2257,1
2024-05,2258,1
2024-05,2259,1
2024-05,2260,1
2024-05,2261,1
2024-05,2262,1
2024-05,2263,1
2024-05,2264,1
2024-05,2265,1
2024-05,2266,1
2024-05,2267,1
2024-05,2268,1
2024-05,2269,1
2024-05,2270,1
2024-06,46,1
2024-06,114,1
2024-06,147,1
2024-06,235,1
2024-06,255,1
2024-06,257,1
2024-06,258,1
2024-06,259,1
2024-06,260,1
2024-06,261,1
2024-06,262,1
2024-06,263,1
2024-06,264,1
2024-06,265,1
2024-06,269,1
2024-06,270,1
2024-06,271,1
2024-06,272,1
2024-06,273,1
2024-06,274,1
2024-06,275,1
2024-06,276,1
2024-06,277,1
2024-06,279,1
2024-06,280,1
2024-06,281,1
2024-06,284,1
2024-06,287,1
2024-06,288,1
2024-06,289,2
2024-06,290,1
2024-06,292,1
2024-06,293,1
2024-06,295,1
2024-06,299,1
2024-06,300,1
2024-06,301,1
2024-06,302,1
2024-06,303,1
2024-06,304,1
2024-06,306,1
2024-06,308,1
2024-06,309,1
2024-06,310,1
2024-06,313,1
2024-06,314,2
2024-06,315,1
2024-06,316,1
2024-06,317,1
2024-06,318,1
2024-06,319,1
2024-06,321,1
2024-06,322,1
2024-06,323,1
2024-06,324,1
2024-06,326,1
2024-06,328,1
2024-06,329,1
2024-06,331,1
2024-06,332,1
2024-06,334,1
2024-06,335,1
2024-06,336,1
2024-06,337,1
2024-06,338,1
2024-06,339,1
2024-06,340,1
2024-06,341,1
2024-06,342,1
2024-06,343,1
2024-06,345,1
2024-06,346,1
2024-06,347,1
2024-06,349,1
2024-06,350,1
2024-06,351,1
2024-06,352,1
2024-06,353,1
2024-06,354,1
2024-06,358,1
2024-06,359,1
2024-06,360,1
2024-06,361,1
2024-06,362,1
2024-06,363,1
2024-06,364,1
2024-06,365,1
2024-06,366,1
2024-06,368,1
2024-06,370,1
2024-06,371,1
2024-06,373,1
2024-06,374,1
2024-06,375,1
2024-06,377,1
2024-06,378,1
2024-06,379,1
2024-06,380,1
2024-06,381,1
2024-06,383,1
2024-06,385,1
2024-06,386,1
2024-06,388,1
2024-06,389,1
2024-06,390,1
2024-06,391,1
2024-06,392,1
2024-06,393,1
2024-06,394,1
2024-06,395,1
2024-06,675,1
2024-06,1485,1
2024-06,2271,1
2024-06,2272,1
2024-06,2273,1
2024-06,2274,1
2024-06,2275,1
2024-06,2276,1
2024-06,2277,1
2024-06,2278,1
2024-06,2279,1
2024-06,2280,1
2024-06,2281,1
2024-06,2282,1
2024-06,2283,1
2024-06,2284,1
2024-06,2285,1
2024-07,272,1
2024-07,388,1
2024-07,397,1
2024-07,399,1
2024-07,400,1
2024-07,401,1
2024-07,403,1
2024-07,404,1
2024-07,405,1
2024-07,406,1
2024-07,407,1
2024-07,408,1
2024-07,411,1
2024-07,412,1
2024-07,413,1
2024-07,414,1
2024-07,415,1
2024-07,416,1
2024-07,417,1
2024-07,418,1
2024-07,421,1
2024-07,424,1
2024-07,425,1
2024-07,427,1
2024-07,428,1
2024-07,433,1
2024-07,434,1
2024-07,435,1
2024-07,436,1
2024-07,437,1
2024-07,438,1
2024-07,439,1
2024-07,440,1
2024-07,441,1
2024-07,442,1
2024-07,443,1
2024-07,446,1
2024-07,447,1
2024-07,448,1
2024-07,449,1
2024-07,451,1
2024-07,452,1
2024-07,453,1
2024-07,454,1
2024-07,456,1
2024-07,457,1
2024-07,458,1
2024-07,459,1
2024-07,460,1
2024-07,462,1
2024-07,465,1
2024-07,466,1
2024-07,467,1
2024-07,469,1
2024-07,471,1
2024-07,472,1
2024-07,473,1
2024-07,474,1
2024-07,479,1
2024-07,483,1
2024-07,484,1
2024-07,485,1
2024-07,486,1
2024-07,773,1
2024-07,928,1
2024-07,1133,1
2024-07,2202,1
2024-07,2203,1
2024-07,2266,1
2024-07,2286,1
2024-07,2287,1
2024-07,2288,1
2024-07,2289,1
2024-07,2290,1
2024-07,2291,1
2024-07,2292,1
2024-07,2293,1
2024-08,25,1
2024-08,115,1
2024-08,169,1
2024-08,408,1
2024-08,487,1
2024-08,488,1
2024-08,489,1
2024-08,490,1
2024-08,491,1
2024-08,492,1
2024-08,493,1
2024-08,494,1
2024-08,495,1
2024-08,496,1
2024-08,497,1
2024-08,498,1
2024-08,499,1
2024-08,501,1
2024-08,502,1
2024-08,503,1
2024-08,504,1
2024-08,505,1
2024-08,506,1
2024-08,507,1
2024-08,508,1
2024-08,509,1
2024-08,510,1
2024-08,511,1
2024-08,512,1
2024-08,513,1
2024-08,516,1
2024-08,518,1
2024-08,519,1
2024-08,520,1
2024-08,521,1
2024-08,522,1
2024-08,523,1
2024-08,524,1
2024-08,525,1
2024-08,526,1
2024-08,527,1
2024-08,528,1
2024-08,531,1
2024-08,533,1
2024-08,534,1
2024-08,535,1
2024-08,536,1
2024-08,538,1
2024-08,539,1
2024-08,540,1
2024-08,542,1
2024-08,543,1
2024-08,544,1
2024-08,546,1
2024-08,548,1
2024-08,549,1
2024-08,550,1
2024-08,551,1
2024-08,552,1
2024-08,553,1
2024-08,556,1
2024-08,558,1
2024-08,560,1
2024-08,561,1
2024-08,562,1
2024-08,563,1
2024-08,564,1
2024-08,565,1
2024-08,566,1
2024-08,567,1
2024-08,568,1
2024-08,569,1
2024-08,570,1
2024-08,573,1
2024-08,574,1
2024-08,575,1
2024-08,576,1
2024-08,580,1
2024-08,582,1
2024-08,583,1
2024-08,2204,1
2024-08,2205,1
2024-08,2206,1
2024-08,2207,1
2024-08,2294,1
2024-08,2295,1
2024-08,2296,1
2024-08,2297,1
2024-08,2298,1
2024-08,2299,1
2024-08,2300,1
2024-08,2301,1
2024-08,2302,1
2024-09,37,1
2024-09,84,1
2024-09,263,1
2024-09,346,1
2024-09,383,1
2024-09,586,1
2024-09,588,1
2024-09,589,1
2024-09,591,1
2024-09,592,1
2024-09,593,1
2024-09,594,1
2024-09,598,1
2024-09,599,1
2024-09,600,1
2024-09,606,1
2024-09,607,1
2024-09,610,1
2024-09,611,1
2024-09,612,1
2024-09,613,1
2024-09,615,1
2024-09,617,1
2024-09,619,1
2024-09,620,1
2024-09,621,1
2024-09,622,1
2024-09,623,1
2024-09,624,1
2024-09,625,1
2024-09,627,1
2024-09,628,1
2024-09,631,1
2024-09,632,1
2024-09,634,1
2024-09,635,1
2024-09,636,1
2024-09,637,1
2024-09,640,1
2024-09,641,1
2024-09,642,1
2024-09,643,1
2024-09,646,1
2024-09,647,1
2024-09,648,1
2024-09,650,1
2024-09,651,1
2024-09,652,1
2024-09,653,1
2024-09,654,1
2024-09,655,1
2024-09,656,1
2024-09,658,1
2024-09,660,1
2024-09,661,1
2024-09,662,1
2024-09,664,1
2024-09,666,1
2024-09,667,1
2024-09,670,1
2024-09,671,1
2024-09,1634,1
2024-09,2208,1
2024-09,2303,1
2024-09,2304,1
2024-09,2305,1
2024-09,2306,1
2024-09,2307,1
2024-09,2308,1
2024-09,2309,1
2024-09,2310,1
2024-09,2311,1
2024-09,2312,1
2024-09,2313,1
2024-09,2314,1
2024-09,2315,1
2024-09,2316,1
2024-09,2317,1
2024-09,2318,1
2024-09,2319,1
2024-10,8,1
2024-10,20,1
2024-10,131,1
2024-10,144,1
2024-10,493,1
2024-10,502,1
2024-10,530,1
2024-10,562,1
2024-10,673,1
2024-10,675,1
2024-10,676,1
2024-10,677,1
2024-10,678,1
2024-10,679,1
2024-10,680,1
2024-10,681,1
2024-10,684,1
2024-10,685,1
2024-10,686,1
2024-10,688,1
2024-10,689,1
2024-10,690,1
2024-10,691,1
2024-10,692,1
2024-10,693,1
2024-10,695,1
2024-10,699,1
2024-10,700,1
2024-10,701,1
2024-10,702,1
2024-10,703,1
2024-10,704,1
2024-10,706,1
2024-10,707,1
2024-10,708,1
2024-10,709,1
2024-10,710,1
2024-10,712,1
2024-10,713,1
2024-10,715,1
2024-10,716,1
2024-10,717,1
2024-10,718,1
2024-10,719,1
2024-10,720,1
2024-10,721,1
2024-10,722,1
2024-10,723,1
2024-10,724,1
2024-10,725,1
2024-10,726,1
2024-10,727,1
2024-10,728,1
2024-10,729,1
2024-10,730,1
2024-10,732,2
2024-10,733,1
2024-10,734,1
2024-10,735,1
2024-10,736,1
2024-10,737,1
2024-10,738,1
2024-10,739,1
2024-10,742,1
2024-10,743,1
2024-10,744,1
2024-10,746,1
2024-10,747,1
2024-10,748,1
2024-10,750,1
2024-10,751,1
2024-10,752,1
2024-10,753,1
2024-10,754,1
2024-10,755,1
2024-10,757,1
2024-10,758,1
2024-10,759,1
2024-10,760,1
2024-10,761,1
2024-10,762,1
2024-10,764,1
2024-10,765,1
2024-10,766,1
2024-10,768,1
2024-10,769,1
2024-10,770,1
2024-10,771,1
2024-10,772,1
2024-10,773,1
2024-10,774,1
2024-10,775,1
2024-10,776,1
2024-10,777,1
2024-10,778,1
2024-10,779,1
2024-10,780,1
2024-10,2209,1
2024-10,2320,1
2024-10,2321,1
2024-10,2322,1
2024-10,2323,1
2024-10,2324,1
2024-10,2325,1
2024-10,2326,1
2024-10,2327,1
2024-10,2328,1
2024-10,2329,1
2024-10,2330,1
2024-10,2331,1
2024-11,37,1
2024-11,43,1
2024-11,262,1
2024-11,273,1
2024-11,462,1
2024-11,527,1
2024-11,562,1
2024-11,753,1
2024-11,781,1
2024-11,782,1
2024-11,783,1
2024-11,784,1
2024-11,785,1
2024-11,786,1
2024-11,787,1
2024-11,788,1
2024-11,789,1
2024-11,792,1
2024-11,794,1
2024-11,795,1
2024-11,797,1
2024-11,798,1
2024-11,799,1
2024-11,802,1
2024-11,803,1
2024-11,804,1
2024-11,805,1
2024-11,808,1
2024-11,809,1
2024-11,811,1
2024-11,812,1
2024-11,813,1
2024-11,815,1
2024-11,816,1
2024-11,817,1
2024-11,818,1
2024-11,819,1
2024-11,820,1
2024-11,821,1
2024-11,823,1
2024-11,824,1
2024-11,825,1
2024-11,826,1
2024-11,827,1
2024-11,828,1
2024-11,829,1
2024-11,831,1
2024-11,833,1
2024-11,835,1
2024-11,836,1
2024-11,837,1
2024-11,838,1
2024-11,843,1
2024-11,844,1
2024-11,846,1
2024-11,847,1
2024-11,849,1
2024-11,850,1
2024-11,851,1
2024-11,853,1
2024-11,854,1
2024-11,856,1
2024-11,858,1
2024-11,860,1
2024-11,861,1
2024-11,862,1
2024-11,863,1
2024-11,1002,1
2024-11,1219,1
2024-11,1776,1
2024-11,2332,1
2024-11,2333,1
2024-11,2334,1
2024-11,2335,1
2024-11,2336,1
2024-11,2337,1
2024-11,2338,1
2024-11,2339,1
2024-11,2340,1
2024-11,2341,1
2024-11,2342,1
2024-12,20,1
2024-12,119,1
2024-12,176,1
2024-12,177,1
2024-12,262,1
2024-12,281,1
2024-12,300,1
2024-12,321,1
2024-12,328,1
2024-12,384,1
2024-12,485,1
2024-12,493,1
2024-12,503,1
2024-12,511,1
2024-12,562,1
2024-12,602,1
2024-12,736,1
2024-12,801,1
2024-12,809,1
2024-12,864,1
2024-12,866,1
2024-12,867,1
2024-12,868,1
2024-12,869,1
2024-12,873,1
2024-12,874,1
2024-12,875,1
2024-12,876,1
2024-12,877,1
2024-12,878,1
2024-12,879,1
2024-12,880,1
2024-12,881,1
2024-12,882,1
2024-12,883,1
2024-12,884,1
2024-12,887,1
2024-12,888,1
2024-12,891,1
2024-12,892,1
2024-12,893,1
